data,lp,src,ref,pos,neg,pos.model,neg.model,bestmodel
newstest2019,en-fi,"Since international sanctions against Iran were lifted, there has been a surge in interest from Russian firms in doing business in the country, the ambassador said.","Sen jälkeen, kun kansainväliset Iranin vastaiset pakotteet poistuivat, venäläiset yritykset ovat suurissa määrin osoittaneet kiinnostustaan liiketoimiin maassa, suurlähettiläs sanoi.","Koska kansainväliset pakotteet Irania vastaan kumottiin, venäläisten yritysten kiinnostus on ollut piikki liiketoiminnassa maassa, suurlähettiläs sanoi.","Koska kansainvälisiä pakotteita Irania vastaan poistettiin, on ollut nousun kiinnostusta venäläisten yritysten liiketoiminnasta, suurlähettiläs sanoi.",HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,"Since international sanctions against Iran were lifted, there has been a surge in interest from Russian firms in doing business in the country, the ambassador said.","Sen jälkeen, kun kansainväliset Iranin vastaiset pakotteet poistuivat, venäläiset yritykset ovat suurissa määrin osoittaneet kiinnostustaan liiketoimiin maassa, suurlähettiläs sanoi.","Koska Irania vastaan nostetut kansainväliset pakotteet poistettiin, venäläisten yritysten kiinnostus on kasvanut maassa, suurlähettiläs sanoi.","Koska kansainvälisiä pakotteita Irania vastaan poistettiin, on ollut nousun kiinnostusta venäläisten yritysten liiketoiminnasta, suurlähettiläs sanoi.",AaltoHnmtFlatcat.4798,jhu-nmt-lattice-rescore.4903,AaltoHnmtFlatcat.4798
newstest2019,en-fi,The Environmental Office will follow up the situation with more frequent checks.,Ympäristötoimi seuraa tilannetta tihennetyin tarkastuksin.,Ympäristövirasto seuraa tilannetta entistä useammin tarkastuksilla.,"Jos apea-raaka levät läpäisemättömyys muuntuu algal kukkii, asia aikoo on kertoo erikseen myös päälle ranta huomaa levy.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,The Environmental Office will follow up the situation with more frequent checks.,Ympäristötoimi seuraa tilannetta tihennetyin tarkastuksin.,Ympäristökeskus seuraa tilannetta entistä tiheämmin.,"Jos apea-raaka levät läpäisemättömyys muuntuu algal kukkii, asia aikoo on kertoo erikseen myös päälle ranta huomaa levy.",AaltoHnmtMultitask.4873,apertium-unconstrained.4769,AaltoHnmtMultitask.4873
newstest2019,en-fi,The Environmental Office will follow up the situation with more frequent checks.,Ympäristötoimi seuraa tilannetta tihennetyin tarkastuksin.,Ympäristökeskus seuraa tilannetta entistä tiheämmin.,Ympäristövirasto seuraa tilannetta entistä useammin tarkastuksilla.,AaltoHnmtMultitask.4873,HY-HNMT.4961,AaltoHnmtMultitask.4873
newstest2019,en-fi,"When they began, the need for cuts was estimated to be about 380 employees.",Niiden alkaessa vähennystarpeen arvioitiin olevan noin 380 työntekijää.,"Kun ne alkoivat, leikkausten tarve arvioitiin olevan noin 380 työntekijää.","Kun ne alkoivat, leikkaustarpeeksi arvioitiin noin 380 työntekijää.",online-B.0,HY-HNMT.4961,online-B.0
newstest2019,en-fi,"When they began, the need for cuts was estimated to be about 380 employees.",Niiden alkaessa vähennystarpeen arvioitiin olevan noin 380 työntekijää.,"Kun ne alkoivat, leikkausten tarve arvioitiin olevan noin 380 työntekijää.","Kun he alkoi, tarvitaan leikkauksia oli arvioitu olevan noin 380 työntekijää.",online-B.0,online-G.0,online-B.0
newstest2019,en-fi,"When they began, the need for cuts was estimated to be about 380 employees.",Niiden alkaessa vähennystarpeen arvioitiin olevan noin 380 työntekijää.,"Kun he alkoi, tarvitaan leikkauksia oli arvioitu olevan noin 380 työntekijää.","Kun ne alkoivat, leikkaustarpeeksi arvioitiin noin 380 työntekijää.",online-G.0,HY-HNMT.4961,online-G.0
newstest2019,en-fi,"When they began, the need for cuts was estimated to be about 380 employees.",Niiden alkaessa vähennystarpeen arvioitiin olevan noin 380 työntekijää.,"Kun he aloittivat, leikkausten arvioitiin olevan noin 380 työntekijää.","Kun ne alkoivat, leikkaustarpeeksi arvioitiin noin 380 työntekijää.",TALP-UPC.4939,HY-HNMT.4961,TALP-UPC.4939
newstest2019,en-fi,The cuts are expected to generate annual cost savings of roughly 20 million euros that are supposed to realise during next year.,"Väen vähennyksellä tavoitellaan noin 20 miljoonan euron vuosittaisia kustannussäästöjä, joiden on määrä toteutua ensi vuoden aikana.","Leikkausten odotetaan tuottavan vuosittain noin 20 miljoonan euron kustannussäästöt, joiden odotetaan toteutuvan ensi vuoden aikana.","Leikkaukset odotetaan tuottavan säästyy vuositasolla noin 20 miljoonaa euroa, jotka on tarkoitus toteuttaa ensi vuoden aikana.",online-B.0,online-A.0,online-B.0
newstest2019,en-fi,The cuts are expected to generate annual cost savings of roughly 20 million euros that are supposed to realise during next year.,"Väen vähennyksellä tavoitellaan noin 20 miljoonan euron vuosittaisia kustannussäästöjä, joiden on määrä toteutua ensi vuoden aikana.","Leikkausten odotetaan tuottavan vuotuiset kustannussäästöjä noin 20 miljoonaa euroa, on tarkoitus toteuttaa ensi vuoden aikana.","Leikkaukset odotetaan tuottavan säästyy vuositasolla noin 20 miljoonaa euroa, jotka on tarkoitus toteuttaa ensi vuoden aikana.",HY-SMT.4882,online-A.0,HY-SMT.4882
newstest2019,en-fi,The cuts are expected to generate annual cost savings of roughly 20 million euros that are supposed to realise during next year.,"Väen vähennyksellä tavoitellaan noin 20 miljoonan euron vuosittaisia kustannussäästöjä, joiden on määrä toteutua ensi vuoden aikana.","Leikkausten odotetaan luovan noin 20 miljoonan euron vuotuiset kustannussäästöt, joita on tarkoitus toteuttaa ensi vuoden aikana.","Leikkaukset odotetaan tuottavan säästyy vuositasolla noin 20 miljoonaa euroa, jotka on tarkoitus toteuttaa ensi vuoden aikana.",AaltoHnmtFlatcat.4798,online-A.0,AaltoHnmtFlatcat.4798
newstest2019,en-fi,On the background are Stockmann’s difficulties to make department store sales profitable.,Taustalla ovat Stockmannin vaikeudet saada tavaratalokaupasta kannattavaa.,Taustalla ovat Stockmannin vaikeudet tehdä osasto myymälän myyntejä tuottoisiksi.,Taustalla ovat Stockmannilla vaikeat tilata myyntipisteitä kannattavaksi.,HY-AH.4797,AaltoHnmtFlatcat.4798,HY-AH.4797
newstest2019,en-fi,On the background are Stockmann’s difficulties to make department store sales profitable.,Taustalla ovat Stockmannin vaikeudet saada tavaratalokaupasta kannattavaa.,Taustalla ovat Stockmannin vaikeudet tehdä osasto myymälän myyntejä tuottoisiksi.,Taustalla on Skockmannin vaikeudet saada myynti myyntiin kannattavaksi.,HY-AH.4797,TALP-UPC.4939,HY-AH.4797
newstest2019,en-fi,On the background are Stockmann’s difficulties to make department store sales profitable.,Taustalla ovat Stockmannin vaikeudet saada tavaratalokaupasta kannattavaa.,Taustalla on Stockmannin vaikeuksia tehdä tavaratalon myynti kannattavaa.,Taustalla on Skockmannin vaikeudet saada myynti myyntiin kannattavaksi.,online-A.0,TALP-UPC.4939,online-A.0
newstest2019,en-fi,On the background are Stockmann’s difficulties to make department store sales profitable.,Taustalla ovat Stockmannin vaikeudet saada tavaratalokaupasta kannattavaa.,Taustalla on Stockmannin vaikeuksia tehdä tavaratalon myynti kannattavaa.,Taustalla ovat Stockmannilla vaikeat tilata myyntipisteitä kannattavaksi.,online-A.0,AaltoHnmtFlatcat.4798,online-A.0
newstest2019,en-fi,"Even though the group’s adjusted operating result improved to 11.1 million euros in the second quarter of the year, the department store sales are still unprofitable.","Vaikka konsernin oikaistu liiketulos parani toisella vuosineljänneksellä 11,1 miljoonaan euroon, tavaratalokauppa tekee yhä tappiota.","Vaikkakin ryhmän säädetty toimintatulos parantui 11.1 miljoonaa euroa toinen neljännes vuodesta, osasto myymälä myynnit ovat yhä kannattamattomia.","Vaikka mukauttaa toimintansa konsernin tulos parani 11,1 miljoonaan euroon vuoden toisella neljänneksellä tavaratalomyynti on yhä kannattamattomaksi.",HY-AH.4797,HY-SMT.4882,HY-AH.4797
newstest2019,en-fi,"Even though the group’s adjusted operating result improved to 11.1 million euros in the second quarter of the year, the department store sales are still unprofitable.","Vaikka konsernin oikaistu liiketulos parani toisella vuosineljänneksellä 11,1 miljoonaan euroon, tavaratalokauppa tekee yhä tappiota.","Vaikka konsernin tarkistukset ovat parantuneet vuoden 2001 toiseen neljännekseen verrattuna 11,1 miljoonaan euroon, departementtien myynti on edelleen kannattamatonta.","Vaikka mukauttaa toimintansa konsernin tulos parani 11,1 miljoonaan euroon vuoden toisella neljänneksellä tavaratalomyynti on yhä kannattamattomaksi.",AaltoHnmtFlatcat.4798,HY-SMT.4882,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Even though the group’s adjusted operating result improved to 11.1 million euros in the second quarter of the year, the department store sales are still unprofitable.","Vaikka konsernin oikaistu liiketulos parani toisella vuosineljänneksellä 11,1 miljoonaan euroon, tavaratalokauppa tekee yhä tappiota.","Vaikkakin ryhmän säädetty toimintatulos parantui 11.1 miljoonaa euroa toinen neljännes vuodesta, osasto myymälä myynnit ovat yhä kannattamattomia.","Vaikka konsernin mukautettu tulos parani 11,1 miljoonaa euroa vuoden toisella neljänneksellä, ministeriön tavaratalon myynti on edelleen kannattamatonta.",HY-AH.4797,jhu-nmt-lattice-rescore.4903,HY-AH.4797
newstest2019,en-fi,"Even though the group’s adjusted operating result improved to 11.1 million euros in the second quarter of the year, the department store sales are still unprofitable.","Vaikka konsernin oikaistu liiketulos parani toisella vuosineljänneksellä 11,1 miljoonaan euroon, tavaratalokauppa tekee yhä tappiota.","Vaikka konsernin tarkistukset ovat parantuneet vuoden 2001 toiseen neljännekseen verrattuna 11,1 miljoonaan euroon, departementtien myynti on edelleen kannattamatonta.","Vaikka konsernin mukautettu tulos parani 11,1 miljoonaa euroa vuoden toisella neljänneksellä, ministeriön tavaratalon myynti on edelleen kannattamatonta.",AaltoHnmtFlatcat.4798,jhu-nmt-lattice-rescore.4903,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Lauri Veijalainen, the caretaker chief executive of Stockmann says that the sales performance of the department stores has continued to fall short of expectations.",Stockmannin vt. toimitusjohtajan Lauri Veijalaisen mukaan myynti tavarataloissa ei ole yltänyt yhtiön asettamiin tavoitteisiin.,"Väliaikainen päällikkö Lauri Veijalainen kertoo, että Stockmannin myyntisuoritus myynti on jatkanut kaatumista odotuksia.","Lauri Veijalainen, Stockmannin virkamieshallitus toimitusjohtaja sanoo, että osaston myymälöiden myyntisuorituksella on jatkanut pudoamista odotukset vaille.",AaltoHnmtMultitask.4873,HY-AH.4797,AaltoHnmtMultitask.4873
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju ilmoitti parhaan toisen vuosineljänneksen liikevaihdosta ja sen historiasta.,Lindex hyöty suurentunut 9.5 miljoona eurot kohti 28.1 miljoona eurot.,online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju ilmoitti parhaan toisen vuosineljänneksen liikevaihdosta ja sen historiasta.,Ketju kertoi parhaan toisen neljänneksen liikevaihdosta ja tulosta historiansa aikana.,online-B.0,HY-HNMT.4961,online-B.0
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju ilmoitti parhaan toisen vuosineljänneksen liikevaihdosta ja sen historiasta.,Ketju on raportoinut parhaan toisen neljänneksen liikevaihdon ja johtavat historiaan.,online-B.0,TALP-UPC.4939,online-B.0
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju kertoi parhaan toisen neljänneksen liikevaihdosta ja tulosta historiansa aikana.,Lindex hyöty suurentunut 9.5 miljoona eurot kohti 28.1 miljoona eurot.,HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju on raportoinut parhaan toisen neljänneksen liikevaihdon ja johtavat historiaan.,Lindex hyöty suurentunut 9.5 miljoona eurot kohti 28.1 miljoona eurot.,TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju kertoi parhaasta vaihtuvuudesta liikevaihdosta ja sen tuloksesta.,Lindex hyöty suurentunut 9.5 miljoona eurot kohti 28.1 miljoona eurot.,AaltoHnmtMultitask.4873,apertium-unconstrained.4769,AaltoHnmtMultitask.4873
newstest2019,en-fi,The chain reported the best second-quarter turnover and result in its history.,Ketju saavutti kaikkien aikojen parhaan toisen vuosineljänneksen liikevaihtonsa ja tuloksensa.,Ketju kertoi parhaasta vaihtuvuudesta liikevaihdosta ja sen tuloksesta.,Ketju on raportoinut parhaan toisen neljänneksen liikevaihdon ja johtavat historiaan.,AaltoHnmtMultitask.4873,TALP-UPC.4939,AaltoHnmtMultitask.4873
newstest2019,en-fi,Lindex’s profit increased 9.5 million euros to 28.1 million euros.,"Lindexin liikevoitto kasvoi 9,5 miljoonaa euroa 28,1 miljoonaan euroon.","Lindex voitto kasvoi 9,5 miljoonaa euroa 28,1 miljoonaan euroon.",Lindexin voitto lisäsi 9.5 miljoonaa euroa 28.1 miljoonaa euroa.,jhu-nmt-lattice-rescore.4903,HY-AH.4797,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,Lindex’s profit increased 9.5 million euros to 28.1 million euros.,"Lindexin liikevoitto kasvoi 9,5 miljoonaa euroa 28,1 miljoonaan euroon.","Lindex voitto kasvoi 9,5 miljoonaa euroa 28,1 miljoonaan euroon.","Lindexin kasvoivat 9,5 miljoonaa euroa 28,1 miljoonaa euroa.",jhu-nmt-lattice-rescore.4903,online-A.0,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,Not just what is played in commercial radio.,"Ei vain se, mitä kaupallisessa radiossa soitetaan.","Ei vain sitä, mitä pelataan kaupallisessa radiossa.","Ei vain sitä, mitä on ollut kaupallinen radio.",HY-HNMT.4961,online-G.0,HY-HNMT.4961
newstest2019,en-fi,"Marriages between “Aryans” and “non-Aryans” were forbidden by law in Nazi Germany, it is stated on the museum website.","Natsi-Saksassa ""arjalaisten"" ja ""ei-arjalaisten"" väliset avioliitot olivat laissa kiellettyjä, museon sivuilla todetaan.","Avioliittojen ""Arjalaiset"" ja ""ei-Arjalaiset"" olivat lailla kielletty Natsi-Saksassa, se on todettu museon verkkosivuilla.",Yhdysvaltojen ja Aryans de l ’ an Aryans de l ’ an Aryans de l ’ an Aryans de la Charland de la Charline de la Charles de Saksassa kiellettiin avioliiton ulkopuolella.,online-G.0,AaltoHnmtFlatcat.4798,online-G.0
newstest2019,en-fi,"Petäjä-Siren sixth, Nirkko rose and dropped","Petäjä-Siren kuudentena, Nirkko nousi ja putosi","Petäjä - Siren kuudes, Nirkko nousi ja laski","Tapio Nirkko sijaitseva kolmas sisällä ensin johto koskien ensin suomalainen kilpailu päivä päin Rio Olympics, mutta jään aivan viimeinen sisällä toinen johto päivästä.",HY-SMT.4882,apertium-unconstrained.4769,HY-SMT.4882
newstest2019,en-fi,"Petäjä-Siren sixth, Nirkko rose and dropped","Petäjä-Siren kuudentena, Nirkko nousi ja putosi","Petäjä - Siren kuudes, Nirkko nousi ja laski","Petäjä-Reiren kuudes kuudes, Nirkko nousi ja laskeutui",HY-SMT.4882,TALP-UPC.4939,HY-SMT.4882
newstest2019,en-fi,The state encouraged marrying by offering loans and supported having children.,Valtio kannusti naimisiinmenoa tarjoamalla lainoja ja tuki lapsien saamista.,Valtio kannusti naimisiin tarjoamalla lainoja ja tukemaan lapsia.,Tilalla rohkaisee avioitua tarjoamalla lainaa ja tuki ollen lapsia.,online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,We appreciate all he has done for our organization and wish him the best of luck in the future.,"Arvostamme kaikkea sitä, mitä hän on tehnyt organisaation hyväksi, ja toivomme hänelle onnea tulevaisuudessa.","Arvostamme kaikkea, mitä hän on tehnyt organisaatiomme puolesta ja toivottaa hänelle suurimman osan onneasta tulevaisuudessa.","Arvostamme sitä, että hän on tehnyt työtämme ja toivottaa hänelle onnea tulevaisuudessa.",online-B.0,AaltoHnmtFlatcat.4798,online-B.0
newstest2019,en-fi,We appreciate all he has done for our organization and wish him the best of luck in the future.,"Arvostamme kaikkea sitä, mitä hän on tehnyt organisaation hyväksi, ja toivomme hänelle onnea tulevaisuudessa.",Me arvostamme kaikkea hän on tehnyt järjestöämme varten ja toivoo hänelle onnen hyvää tulevaisuudessa.,"Arvostamme sitä, että hän on tehnyt työtämme ja toivottaa hänelle onnea tulevaisuudessa.",HY-AH.4797,AaltoHnmtFlatcat.4798,HY-AH.4797
newstest2019,en-fi,"""Patrick informed me of his decision today,"" Sakic said.","”Patrick kertoi minulle tänään päätöksestään”, Sakic sanoi.","""Patrick kertoi päätöksestään tänään"", Sakic sanoi.","""Patrick tiedotti minulle hänen päätöksestä tänäännsa, Sakic sanoi.",HY-SMT.4882,HY-AH.4797,HY-SMT.4882
newstest2019,en-fi,"""Patrick informed me of his decision today,"" Sakic said.","”Patrick kertoi minulle tänään päätöksestään”, Sakic sanoi.","”Patrick tiedotti minulle päätöksestään tänään”, Sakic sanoi.","""Patrick tiedotti minulle hänen päätöksestä tänäännsa, Sakic sanoi.",AaltoHnmtMultitask.4873,HY-AH.4797,AaltoHnmtMultitask.4873
newstest2019,en-fi,"""Patrick informed me of his decision today,"" Sakic said.","”Patrick kertoi minulle tänään päätöksestään”, Sakic sanoi.","""Patrick ilmoitti minulle päättäneensä tänään"" Sakic sanoi.","""Patrick tiedotti minulle hänen päätöksestä tänäännsa, Sakic sanoi.",online-A.0,HY-AH.4797,online-A.0
newstest2019,en-fi,"Though they were the two pulling on the oars, there were three voices in that boat, the echo of coach Robin Williams ever present as they powered to a second successive Olympic gold in the women's pairs, the first females in the annals of British sport to scale such a height.","Vaikka he soutivat kahdestaan, veneessä oli kolme ääntä. Valmentaja Robin Williamsin kaiku oli läsnä koko ajan, kun kaksikko kiisi toiseen peräkkäiseen olympiakultaansa naisten parikilpailussa - ensimmäiset naiset Britannian urheilun historiankirjoissa, jotka yltävät moiseen saavutukseen.","Vaikka he olivat kahden vetämällä airot, siellä oli kolme ääniä, että vene, kaiku valmentaja Robin Williams on aina läsnä, kun he powered toista peräkkäistä olympiakultaa naisten paria, ensimmäinen naisten annals of British urheilu mittakaavassa, kuten korkeus.","Vaikka he olivat molemmat vetoa kyynärpäissä, oli siinä kolme vokaalia, Robin Williamsin kaija koskaan esillä, kun he käyttivät toista peräkkäistä olympiakultaa naisten parissa, ensimmäiset naiselliset brittiläisen urheilulajin analyysit mittaamaan tällaista korkeutta.",online-G.0,online-B.0,online-G.0
newstest2019,en-fi,"Though they were the two pulling on the oars, there were three voices in that boat, the echo of coach Robin Williams ever present as they powered to a second successive Olympic gold in the women's pairs, the first females in the annals of British sport to scale such a height.","Vaikka he soutivat kahdestaan, veneessä oli kolme ääntä. Valmentaja Robin Williamsin kaiku oli läsnä koko ajan, kun kaksikko kiisi toiseen peräkkäiseen olympiakultaansa naisten parikilpailussa - ensimmäiset naiset Britannian urheilun historiankirjoissa, jotka yltävät moiseen saavutukseen.","Vaikka he olivat kahden vetämällä airot, siellä oli kolme ääniä, että vene, kaiku valmentaja Robin Williams on aina läsnä, kun he powered toista peräkkäistä olympiakultaa naisten paria, ensimmäinen naisten annals of British urheilu mittakaavassa, kuten korkeus.","Vaikka he olivat kaksi vetäjää vetämällä, siellä oli kolme ääntä veneessä, valmentaja Robin Williams myötäilee nykyisenä valmentajana peräkkäisenä peräkkäiseksi kakkosen naaraan, ensimmäisen naaraan naaras urheilulla korkeuteen.",online-G.0,AaltoHnmtMultitask.4873,online-G.0
newstest2019,en-fi,He must also have a say in the decisions that impact the team's performance.,"Hänellä täytyy myös olla mahdollisuus vaikuttaa päätöksiin, jotka vaikuttavat joukkueen suoritukseen.","Hänellä on myös oltava sananvaltaa päätöksissä, jotka vaikuttavat joukkueen suoritukseen.",kondikset on et parastaikaa tapaa/tavaa.,HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"Sakic, who hired Roy on May 23, 2013, thanked Roy for his contributions to the team.","Sakic, joka palkkasi Royn 23. toukokuuta 2013, kiitti Royta tämän panoksesta joukkueeseen.","Sakic, joka vuokrasi Roy 23. toukokuuta 2013, kiitti Roy panoksestaan joukkueelle.","Sakic, joka vuokrasi Royin toukokuulla 23, 2013, kiitti Royiä hänen panos joukkueeseen.",jhu-nmt-lattice-rescore.4903,HY-AH.4797,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,These conditions are not currently met.,Nämä edellytykset eivät tällä hetkellä toteudu.,Nämä edellytykset eivät täyty tällä hetkellä.,"Sakic, kuka palkkaa Roy päälle toukokuu 23, 2013, kiittää Roy sillä kontribuutiot tallille.",online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,"The programme was not very actively promoted, though, it says on the website of the United States Holocaust Memorial Museum.","Ohjelmaa ei kuitenkaan edistetty kovinkaan aktiivisesti, Yhdysvaltain holokaustimuseon sivuilla kerrotaan.","Ohjelmaa ei kuitenkaan kovin aktiivisesti edistetty, sanoo Yhdysvaltojen Holocaust Memorial Museumin verkkosivuilla.","Museo. Sijaan, kansallissosialistinen kanta linjat olemme panostaa päälle tuttu ja liitto.",AaltoHnmtFlatcat.4798,apertium-unconstrained.4769,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"A Hall of Fame goaltender, Roy won four Stanley Cups -- two apiece with the Montreal Canadiens and the Avalanche.",Hall of Fameen valittu maalivahti Roy voitti neljä Stanley Cupia - kaksi sekä Montreal Canadiensissa että Avalanchessa.,"Hall of Fame maalivahti, Roy voitti neljä Stanley Cupia, kaksi kappaleelta kanssa Montreal Canadiensin ja Avalanchen.","A Hall of Fame goaltender, Roy voitti neljä Stanley Cups - että jokainen käytöstäpoisto maksaa noin kaksi ja Montreal Canadiens ja lumivyöry.",online-G.0,jhu-nmt-lattice-rescore.4903,online-G.0
newstest2019,en-fi,"A Hall of Fame goaltender, Roy won four Stanley Cups -- two apiece with the Montreal Canadiens and the Avalanche.",Hall of Fameen valittu maalivahti Roy voitti neljä Stanley Cupia - kaksi sekä Montreal Canadiensissa että Avalanchessa.,"Hall of Fame maalivahti, Roy voitti neljä Stanley Cupia, kaksi kappaleelta kanssa Montreal Canadiensin ja Avalanchen.","Hall of Fame Goaltender, Roy voitti neljä Stanley Cups - eli kaksi Apiece Montreal Canadiens ja Avalanche.",online-G.0,HY-HNMT.4961,online-G.0
newstest2019,en-fi,"A Hall of Fame goaltender, Roy won four Stanley Cups -- two apiece with the Montreal Canadiens and the Avalanche.",Hall of Fameen valittu maalivahti Roy voitti neljä Stanley Cupia - kaksi sekä Montreal Canadiensissa että Avalanchessa.,"Hall of Fame maalivahti, Roy voitti neljä Stanley Cupia, kaksi kappaleelta kanssa Montreal Canadiensin ja Avalanchen.","Hall of Fame googletti, Roy voitti neljä Stanley Cupsia - kaksi lyöntiä Montreal Canadiensin ja Avalanchen kanssa.",online-G.0,AaltoHnmtFlatcat.4798,online-G.0
newstest2019,en-fi,He believes in global diversification.,Hän uskoo globaaliin hajauttamiseen.,Hän uskoo maailmanlaajuisen monipuolistamiseen.,Hän uskoo global monipuolistaminen.,jhu-nmt-lattice-rescore.4903,online-G.0,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,He believes in global diversification.,Hän uskoo globaaliin hajauttamiseen.,Hän uskoo maailmanlaajuisen monipuolistamiseen.,Hän uskoo maailman monipuolistamista.,jhu-nmt-lattice-rescore.4903,jhu-pbmt.4968,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown vei Etelä-Afrikan johtoon ensimmäisellä puoliajalla, mutta Dan Norton ylitti maalialueen häikäisevällä jalkatyöllä ja teki maalin maalipylväiden alle toisella puoliajalla.","Kyle Brown laittoi Boksin edelle ensimmäisellä puoliajalla, mutta Dan Norton rikkoi hieman häikäisevän Footwork -linjan ja teki maalin virkaan toisella puoliajalla.","Kyle Brown asetti Boks ennen alkupuoliskolla, mutta Dan Norton kanssa saada aikaan loistavia footwork rikkoi linjan ja sai mukaan virkoja toisella puolella.",HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown vei Etelä-Afrikan johtoon ensimmäisellä puoliajalla, mutta Dan Norton ylitti maalialueen häikäisevällä jalkatyöllä ja teki maalin maalipylväiden alle toisella puoliajalla.","Kyle Brown laittoi Boksin edelle ensimmäisellä puoliajalla, mutta Dan Norton rikkoi hieman häikäisevän Footwork -linjan ja teki maalin virkaan toisella puoliajalla.","Kyle Brown laittoi Boks edelle ensimmäisen puoliajan, mutta Dan Norton kanssa häikäisevä häikäisevä rikkoi häikäisevän ja teki maalin viroissa toisella puoliajalla.",HY-HNMT.4961,AaltoHnmtMultitask.4873,HY-HNMT.4961
newstest2019,en-fi,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown vei Etelä-Afrikan johtoon ensimmäisellä puoliajalla, mutta Dan Norton ylitti maalialueen häikäisevällä jalkatyöllä ja teki maalin maalipylväiden alle toisella puoliajalla.","Kyle Brown laittoi Boksin edelle ensimmäisellä puoliajalla, mutta Dan Norton rikkoi hieman häikäisevän Footwork -linjan ja teki maalin virkaan toisella puoliajalla.",Kylel Brown on esittänyt Boksille ensimmäisen puolen ensimmäisellä puoliskolla.,HY-HNMT.4961,TALP-UPC.4939,HY-HNMT.4961
newstest2019,en-fi,Lebensborn homes took care of the children born out of wedlock and their mothers.,Lebensborn-kodit huolehtivat avioliiton ulkopuolella syntyneistä lapsista ja heidän äideistään.,Lebensborn kodit huolehtivat avioliiton ulkopuolella syntyneistä lapsista ja heidän äidistään.,Lebensborn kodeista huolehti avioliiton ulkopuolella syntyneistä lapsista ja heidän äitinsä.,HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,"Even on the television side, the viewers are divided between TV2 and Yle Fem channels.",Television puolellakin katsojat jakaantuvat TV2:n ja Yle Fem -kanaville.,Televisiopuolella katsojat jakautuvat myös TV2: n ja Yle Femin kanavien välillä.,"Jopa televisiopuoli, katselijat olemme jaetaan TV2 ja Yle välissä Fem kanavien.",online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,"Even on the television side, the viewers are divided between TV2 and Yle Fem channels.",Television puolellakin katsojat jakaantuvat TV2:n ja Yle Fem -kanaville.,Televisiopuolella katsojat jakautuvat myös TV2: n ja Yle Femin kanavien välillä.,Edes televisiossa katsojat ovat jakautuneet TVV:n ja Yle FemmŠn kanavan välillä.,online-B.0,TALP-UPC.4939,online-B.0
newstest2019,en-fi,"Even on the television side, the viewers are divided between TV2 and Yle Fem channels.",Television puolellakin katsojat jakaantuvat TV2:n ja Yle Fem -kanaville.,"Jopa television puolella, katsojien jaetaan TV2 ja Yle Fem-kanavilla.","Jopa televisiopuoli, katselijat olemme jaetaan TV2 ja Yle välissä Fem kanavien.",online-G.0,HY-AH.4797,online-G.0
